ST_CASE,PER_NO,AGE,SEXNAME,PBPTYPENAME,YEAR,MONTHNAME,DAY_WEEKNAME,HOURNAME,LGT_CONDNAME,WEATHER,RUR_URBNAME,FUNC_SYSNAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LATITUDE,LONGITUD,PEDLOCNAME,BIKELOCNAME,PEDPOSNAME,BIKEPOSNAME,PEDDIRNAME,BIKEDIRNAME,VSPD_LIM,VSPD_LIMNAME,VTRAFCON,VTRAFCONNAME,VTRAFWAY,VTRAFWAYNAME,SPATIAL_CLUSTER
410111,1,55,Male,Pedestrian,2023,April,Saturday,0:00am-0:59am,Dark - Not Lighted,Rain,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.43261111,-122.36155556,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410121,1,85,Male,Pedestrian,2023,April,Thursday,9:00pm-9:59pm,Dark - Lighted,Clear,Urban,Major Collector,T-Intersection,On Roadway,None / Unknown,45.48717778,-122.871825,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410124,1,46,Female,Pedestrian,2023,April,Sunday,9:00pm-9:59pm,Dark - Not Lighted,Rain,Rural,Interstate,Not an Intersection,On Roadway,None / Unknown,43.83458611,-123.02904444,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,6,Entrance/Exit Ramp,-1
410137,1,73,Male,Pedestrian,2023,January,Tuesday,5:00pm-5:59pm,Dusk,Not Reported,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,42.04795,-124.26467222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410138,1,26,Female,Pedestrian,2023,February,Sunday,2:00am-2:59am,Dark - Lighted,Snow,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.53742778,-122.47727222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410139,1,62,Male,Person on a Personal Conveyance,2023,April,Friday,0:00am-0:59am,Dark - Unknown Lighting,Clear,Urban,Other Principal Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.52647222,-122.57894167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410142,1,50,Female,Pedestrian,2023,April,Saturday,10:00pm-10:59pm,Dark - Not Lighted,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.86337222,-119.2909,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410158,1,40,Female,Pedestrian,2023,April,Tuesday,5:00am-5:59am,Dark - Lighted,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,45.55367778,-122.53709167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410159,1,81,Female,Pedestrian,2023,May,Tuesday,1:00pm-1:59pm,Daylight,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.53499444,-122.6506,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,20,20 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410168,1,75,Male,Person on a Personal Conveyance,2023,May,Tuesday,3:00pm-3:59pm,Daylight,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.49232222,-122.47571667,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,0,No Statutory Limit/Non-Trafficway or Driveway Access,97,Not Reported,0,Non-Trafficway or Driveway Access,-1
410176,1,21,Male,Pedestrian,2023,May,Saturday,3:00am-3:59am,Dark - Not Lighted,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,44.03343611,-123.07834167,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410190,1,35,Female,Pedestrian,2023,May,Wednesday,1:00pm-1:59pm,Daylight,Not Reported,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.50403333,-122.53646667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410197,1,58,Male,Bicyclist,2023,May,Wednesday,0:00am-0:59am,Dark - Not Lighted,Clear,Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.033675,-122.75985278,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,60,60 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410198,1,43,Female,Pedestrian,2023,March,Saturday,2:00am-2:59am,Dark - Lighted,Clear,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,45.83942222,-119.290825,At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410208,1,47,Male,Pedestrian,2023,June,Tuesday,10:00pm-10:59pm,Dark - Lighted,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.57249444,-122.63062222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410209,1,22,Female,Pedestrian,2023,June,Tuesday,10:00pm-10:59pm,Dark - Lighted,Cloudy,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,42.38001944,-122.90583333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410210,1,55,Male,Bicyclist,2023,June,Saturday,11:00am-11:59am,Daylight,Clear,Rural,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.07019167,-123.07266389,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410220,1,21,Male,Person on a Personal Conveyance,2023,June,Saturday,4:00am-4:59am,Dark - Not Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.00449167,-122.98301389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410221,1,15,Male,Bicyclist,2023,June,Saturday,4:00pm-4:59pm,Daylight,Clear,Urban,Other Principal Arterial,T-Intersection,On Roadway,None / Unknown,44.05490833,-121.27109722,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,25,25 MPH,20,Stop Sign,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410221,2,16,Male,Bicyclist,2023,June,Saturday,4:00pm-4:59pm,Daylight,Clear,Urban,Other Principal Arterial,T-Intersection,On Roadway,None / Unknown,44.05490833,-121.27109722,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,25,25 MPH,20,Stop Sign,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410227,1,66,Male,Pedestrian,2023,June,Friday,3:00am-3:59am,Dark - Not Lighted,Cloudy,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.01409722,-123.78735556,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410230,1,34,Male,Person on a Personal Conveyance,2023,June,Sunday,1:00am-1:59am,Dark - Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.04591667,-122.98225278,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410233,1,54,Female,Pedestrian,2023,June,Saturday,10:00pm-10:59pm,Dark - Not Lighted,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,43.191125,-123.36561111,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410240,1,26,Male,Pedestrian,2023,June,Thursday,11:00pm-11:59pm,Dark - Lighted,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.58670833,-122.63193333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410255,1,57,Male,Bicyclist,2023,July,Friday,1:00pm-1:59pm,Daylight,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.84831389,-124.04515833,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,45,45 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410264,1,60,Female,Pedestrian,2023,July,Wednesday,4:00am-4:59am,Dawn,Clear,Rural,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,44.79545278,-123.03350278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,97,Not Reported,6,Entrance/Exit Ramp,-1
410270,1,43,Female,Pedestrian,2023,July,Saturday,6:00pm-6:59pm,Daylight,Clear,Urban,Other Principal Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.51511389,-122.623,Intersection-Related,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,30,30 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410272,1,52,Male,Pedestrian,2023,July,Sunday,10:00pm-10:59pm,Dark - Lighted,Clear,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.53145833,-122.66518889,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410279,1,45,Female,Pedestrian,2023,July,Thursday,10:00pm-10:59pm,Dark - Not Lighted,Not Reported,Urban,Major Collector,Not an Intersection,On Shoulder,None / Unknown,44.10446667,-123.16288333,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410294,1,44,Male,Pedestrian,2023,July,Sunday,0:00am-0:59am,Dark - Lighted,Clear,Urban,Other Principal Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.52641667,-122.60224444,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410296,1,34,Male,Bicyclist,2023,July,Monday,8:00am-8:59am,Daylight,Clear,Rural,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.63001667,-122.95298333,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410298,1,76,Male,Bicyclist,2023,July,Friday,5:00am-5:59am,Daylight,Clear,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.53861667,-123.04223056,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410307,1,48,Male,Bicyclist,2023,August,Saturday,7:00am-7:59am,Daylight,Cloudy,Rural,Major Collector,T-Intersection,On Roadway,None / Unknown,45.32518333,-121.71115833,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410308,1,27,Male,Person on a Personal Conveyance,2023,August,Sunday,3:00am-3:59am,Dark - Not Lighted,Clear,Urban,Other Principal Arterial,Not an Intersection,On Shoulder,None / Unknown,45.96883889,-118.38709722,Not At Intersection,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410314,1,81,Male,Pedestrian,2023,August,Saturday,10:00am-10:59am,Daylight,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.91200833,-122.99639167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,0,No Statutory Limit/Non-Trafficway or Driveway Access,20,Stop Sign,0,Non-Trafficway or Driveway Access,-1
410316,1,42,Male,Bicyclist,2023,August,Saturday,7:00pm-7:59pm,Daylight,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.73245833,-123.01035556,Not a Pedestrian,At Intersection,Not a Pedestrian,Sidewalk  / Crosswalk / Driveway Access,Not a Pedestrian,Not applicable,45,45 MPH,20,Stop Sign,1,"Two-Way, Not Divided",-1
410317,1,86,Male,Pedestrian,2023,March,Wednesday,11:00am-11:59am,Daylight,Clear,Urban,Other Principal Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.74976667,-122.87743056,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410318,1,34,Female,Pedestrian,2023,March,Monday,9:00pm-9:59pm,Dark - Not Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,Construction,45.39730556,-122.26978056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410321,1,47,Male,Pedestrian,2023,February,Sunday,6:00pm-6:59pm,Dark - Not Lighted,Rain | Snow,Urban,Local,Not an Intersection,On Roadway,None / Unknown,45.49898611,-122.58197222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410322,1,71,Male,Pedestrian,2023,March,Thursday,6:00pm-6:59pm,Dark - Lighted,Cloudy,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.50644722,-122.42066389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410323,1,50,Female,Pedestrian,2023,April,Monday,11:00pm-11:59pm,Dark - Not Lighted,Cloudy,Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,42.16934722,-123.64183056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410327,1,56,Male,Pedestrian,2023,April,Thursday,9:00pm-9:59pm,Dark - Lighted,Not Reported,Urban,Other Freeways and Expressways,Not an Intersection,On Roadway,None / Unknown,44.07052222,-123.10207222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410329,1,56,Female,Pedestrian,2023,April,Thursday,8:00pm-8:59pm,Dark - Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.49408056,-122.80965278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410331,1,38,Male,Pedestrian,2023,April,Friday,9:00pm-9:59pm,Dark - Lighted,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.51909722,-122.49093611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410348,1,64,Male,Pedestrian,2023,August,Thursday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.729125,-122.14376389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410354,1,20,Male,Pedestrian,2023,August,Friday,5:00am-5:59am,Dark - Not Lighted,Clear,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.44535,-122.47466111,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410358,1,43,Male,Pedestrian,2023,April,Tuesday,12:00pm-12:59pm,Daylight,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,44.06598056,-123.13895833,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410372,1,47,Male,Pedestrian,2023,September,Wednesday,11:00pm-11:59pm,Dark - Not Lighted,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,42.43147778,-122.84681944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410376,1,85,Male,Pedestrian,2023,September,Friday,9:00am-9:59am,Daylight,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadside,None / Unknown,44.60013333,-123.07753056,Intersection-Related,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Derived/Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410383,1,39,Male,Pedestrian,2023,September,Friday,7:00pm-7:59pm,Dusk,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,42.20655556,-121.71859167,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410389,1,43,Male,Bicyclist,2023,September,Tuesday,5:00am-5:59am,Dark - Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.60849444,-122.70975,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,98,Not Reported,97,Not Reported,1,"Two-Way, Not Divided",-1
410391,1,45,Female,Pedestrian,2023,September,Monday,8:00pm-8:59pm,Dark - Unknown Lighting,Not Reported,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.438975,-122.76543889,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410406,1,50,Female,Pedestrian,2023,September,Saturday,7:00pm-7:59pm,Dark - Not Lighted,Clear,Rural,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,45.09816944,-123.35454167,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410409,1,4,Male,Person on a Personal Conveyance,2023,October,Tuesday,2:00pm-2:59pm,Daylight,Clear,Rural,Local,Not an Intersection,On Roadway,None / Unknown,45.61148333,-123.10567778,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410411,1,35,Male,Pedestrian,2023,September,Tuesday,8:00pm-8:59pm,Dark - Not Lighted,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,43.23022222,-123.37112222,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,97,Not Reported,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410412,1,41,Male,Pedestrian,2023,October,Thursday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Urban,Other Freeways and Expressways,Not an Intersection,On Roadway,None / Unknown,44.931875,-123.10984167,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,97,Not Reported,1,"Two-Way, Not Divided",-1
410417,1,54,Female,Pedestrian,2023,August,Wednesday,1:00pm-1:59pm,Daylight,Clear,Urban,Other Principal Arterial,Not an Intersection,On Roadway,None / Unknown,43.36721944,-124.21636667,Not At Intersection,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,97,Not Reported,4,One-Way Trafficway,-1
